Larva,Number of Turns,Number of Straight Runs,Speed,Angle,Runs,Expected Runs,Z-value,P-value
Larva 1,81,519,3.1041563719398004,11.753725459224498,137,141.13,-0.7239148894700279,0.46911798832926976
,,,3.561988949828534,28.998603807557593,,,,
,,,2.4558035943125702,55.23648596222756,,,,
,,,2.6670953766887777,111.95374773969392,,,,
,,,3.226600589043601,125.14896834101421,,,,
,,,1.7941027309480466,141.08463361039566,,,,
,,,1.9514871723859661,26.451939750464845,,,,
,,,3.267520300330948,84.62064233859289,,,,
,,,3.363678247582817,75.0686714465407,,,,
,,,2.392961625339397,101.79102096395025,,,,
,,,2.766083620664814,94.1074700625447,,,,
,,,2.4547860807353215,165.7236079258936,,,,
,,,2.8979741373540207,143.8537912110221,,,,
,,,3.8369787751750226,78.48890519744508,,,,
,,,4.515733722497985,125.80887203035456,,,,
,,,2.305578344120314,104.46861217506942,,,,
,,,2.3185458154424228,73.77233314640456,,,,
,,,1.9298344481534717,82.29430104112477,,,,
,,,3.301443568530843,67.05361730778131,,,,
,,,2.3078355177265366,113.06830765204256,,,,
,,,3.41013359076151,73.07220104483575,,,,
,,,2.3268253552957154,47.257660579299575,,,,
,,,3.60088862087488,82.23477074210028,,,,
,,,2.768655590291477,97.87323188386644,,,,
,,,2.805847894623093,59.910356087435176,,,,
,,,2.4570678000851798,24.458545218982678,,,,
,,,3.817638626640589,55.96003040620401,,,,
,,,0.8930749993126348,25.249351007891725,,,,
,,,3.2920634080204296,96.28620152493399,,,,
,,,3.635826791546112,25.545081155384082,,,,
,,,1.5483825674941318,53.85762004727013,,,,
,,,3.2715271855312222,83.69608867612722,,,,
,,,2.569765988252186,88.22892275153859,,,,
,,,4.225640874708425,93.19931145529549,,,,
,,,3.9848691928463915,90.37450851960598,,,,
,,,2.3700901768385214,100.20387944034344,,,,
,,,2.7307763188605017,101.33706475147315,,,,
,,,2.7276240956485682,47.54193753589987,,,,
,,,2.5047934813747212,152.0294287048,,,,
,,,3.0887049009090632,98.79930510236213,,,,
,,,3.556231852471468,93.68554363670161,,,,
,,,2.192875928888754,65.73980767203344,,,,
,,,2.132764434097905,38.88832372253014,,,,
,,,2.9448537477459027,49.65901390168786,,,,
,,,3.8479467911575735,73.0301334130079,,,,
,,,2.6595390875833864,44.40591523411943,,,,
,,,2.9598099043068,73.64196409439234,,,,
,,,3.0400037533856796,104.06236631280183,,,,
,,,3.1587157158360033,11.131247516141016,,,,
,,,2.529608651449594,117.86949483263353,,,,
,,,1.8676786658588136,121.69634033688155,,,,
,,,4.306084891174543,80.98453812278017,,,,
,,,3.4327972253161776,23.591209055563446,,,,
,,,3.1678771585590386,54.73057865205827,,,,
