Larva,Number of Turns,Number of Straight Runs,Speed,Angle
Larva 1,108,492,2.829079476464066,7.431597181602541
,,,3.0551358820869012,63.23123788530924
,,,2.1874091468961816,81.69703401403902
,,,2.106298929723689,65.4428492863635
,,,2.5691023744569055,86.68726065402772
,,,3.41314968166099,122.35938164518362
,,,1.9197741742170096,81.20411386894526
,,,2.4120085982979105,54.81669347394341
,,,4.554160115622858,21.655742141408474
,,,2.4904538960049143,54.92461701518133
,,,3.3260247513379193,84.56486647932964
,,,2.0159366809472066,97.95049601894046
,,,3.908109908907189,67.16473004638837
,,,3.89685764233701,34.55733080379578
,,,3.258816153385669,70.32903890587312
,,,3.1750985657803446,73.68678765313231
,,,1.8178912828357305,65.20887151541172
,,,1.7940500884042159,34.492523675011114
,,,2.9887936999995874,71.83378401687312
,,,3.9691047021876846,79.69592438973076
,,,3.953141420270642,25.255166496400385
,,,2.136974576819013,38.52141132247398
,,,3.9668556019948724,27.703235911072774
,,,1.764461800056196,51.79879847620913
,,,2.98888337158253,118.00565979623937
,,,3.064743782384321,48.89736857579915
,,,1.982453215932557,42.06212059598407
,,,2.3710251918695073,72.15655770434556
,,,4.180025272371752,84.5911037404626
,,,2.7642052979289806,110.74881778682482
,,,2.8459510805015764,28.811500720909464
,,,4.429337682338632,62.50588833985595
,,,2.7234985875987836,67.57399711564567
,,,2.2327499739631156,29.49017867350237
,,,3.3071273191754704,62.601521863247946
,,,2.938156057512581,0.24856004424039213
,,,3.876459075180408,124.42718711566727
,,,4.681933632191956,39.15738347198098
,,,2.637957046192877,152.05034922916997
,,,2.259454258701251,19.609454405520403
,,,2.63219939265391,82.96407156005601
,,,3.476023484181756,72.4743575962338
,,,2.6185538794133763,99.59946113010959
,,,2.706837467456099,88.89718538279098
,,,2.9464200697227194,91.6984751561453
,,,2.4666549845253494,10.827713502556605
,,,3.2097736137318105,45.4039246993629
,,,2.711705423073818,101.44456402516244
,,,1.7034660749652184,48.81771586436429
,,,2.357342484787756,88.1538559593454
,,,3.2729122953181986,39.14847967007243
,,,4.08698346980837,64.1867932695936
,,,2.936148005762393,85.87213857623175
,,,2.9044784088269306,51.01511077101277
,,,2.5346417127300853,113.41276871816038
,,,2.408762007819165,53.44466987325937
,,,3.600358301081264,56.33820223004541
,,,2.8817242893778845,28.356831882174276
,,,3.5236809479276534,42.92349382923484
,,,3.254860693193373,124.07701500043207
,,,3.5418334115632746,89.58203010676016
,,,2.892692333176327,121.83921819792226
,,,2.847318174144543,29.597960977347952
,,,3.6731864346202494,88.25351433794613
,,,2.8999670361753873,112.42493321251169
,,,3.4966039523114096,32.26448309858223
,,,3.421773255675255,114.61584369873655
,,,2.3506264867058757,84.47644618429558
,,,2.5493198591276482,94.67367106393186
,,,2.5042548100835265,46.881240327337636
,,,2.5491338932994982,136.50161442358527
,,,2.393385549057639,83.35677308578678
,,,3.3334138921303142,52.44795186235259
,,,4.221656810317382,115.31108809053924
,,,2.9128323769466866,100.5040701885658
,,,3.3207598048367286,137.07515982796474
,,,4.693046237193164,41.83098881579555
,,,2.0233998832879108,78.81674495549227
,,,3.604690198879074,81.65166651064625
,,,2.4967938603890696,100.28257180791144
,,,3.242635965130193,94.59063116844177
,,,3.043186530939618,60.9996359773054
,,,3.0002482211268164,105.66731390549093
,,,3.1805765338410334,32.88109898835245
,,,3.4214123618869285,53.57347520480667
,,,2.2544488451277758,60.865443910475285
,,,2.8694505053040165,79.51935476552973
,,,3.27025941380189,40.32527826761425
,,,1.740436023936884,39.144541120120316
,,,3.807147830147506,48.44561184408248
,,,3.3450866366899703,47.663407644769734
,,,3.26884490871842,28.0286291894204
,,,1.721960311933313,166.271629814797
,,,3.091845506229105,89.99951931279661
,,,3.3669847095682144,55.827277310071565
,,,2.6755483674061735,71.08968687960919
,,,3.656502220276564,56.720496354968006
,,,2.4989674171678726,29.254637287341247
,,,3.2633355632863665,75.27129351129274
,,,4.264010487918506,82.07530224983158
,,,2.0563946151652557,51.13284026015393
,,,2.5762949361282352,54.46708995536955
,,,2.4727787849460734,56.23920722188013
,,,2.2850419961296176,116.88356394515992
,,,4.0015682206023095,120.0098093698586
,,,2.555069388415126,28.55662711557332
,,,2.4682898569125946,51.17287921126684
,,,3.98190786093799,69.44598680733971
,,,3.2590592661069535,
,,,2.7024326471134126,
,,,2.5677732031081053,
,,,2.066525841304581,
,,,3.054987483987382,
,,,1.8792963937988272,
,,,2.0219639266373175,
,,,3.9335277549160335,
,,,2.8625716205175897,
,,,2.191326162381866,
,,,4.302216212597987,
,,,2.092520403384214,
,,,2.4441465550514327,
,,,2.820405541741432,
,,,3.187922725668429,
,,,3.3118556603898464,
,,,1.532603296862899,
,,,3.32026647911628,
,,,3.1855645341341545,
,,,3.5749709680635493,
,,,3.4556654191708507,
,,,2.2778321747390065,
,,,2.6282882866008865,
,,,2.606733081440986,
,,,3.54453235848799,
,,,2.082530300784821,
,,,2.9548871139981707,
,,,3.236055247187661,
,,,3.2913719160707284,
,,,2.9061240567314655,
,,,3.0967176712341296,
,,,3.5387534688548996,
,,,2.7446862357830897,
,,,3.470823246814868,
,,,3.57398234093225,
,,,3.8865212242487273,
,,,2.8821895200872967,
,,,3.1217693231707293,
,,,2.9068171990588194,
,,,2.7422121149794947,
,,,2.9407259818956937,
,,,3.5719026602800574,
,,,3.984120522507893,
,,,2.4575223492706635,
,,,3.8837280595605557,
,,,3.1865501453465908,
,,,2.4434833071553714,
,,,1.7350993697519632,
,,,1.9422499006043528,
,,,2.723199079239782,
,,,1.9747342516309447,
,,,2.6267827080860715,
,,,2.167828473074448,
,,,2.7838214375839168,
,,,1.9279168229402164,
,,,2.8421056611452222,
,,,2.6307986458003225,
,,,2.5708857510564846,
,,,1.9847186034144069,
,,,0.9951525334204714,
,,,2.094372285565506,
,,,3.427670555837727,
,,,2.6874119140311516,
,,,3.7335465866989623,
,,,2.334604237084764,
,,,1.671935583146288,
,,,2.656384292639711,
,,,0.9651763947657481,
,,,2.5352061021315455,
,,,2.0898255538838484,
,,,3.81108035123018,
,,,2.671188309182974,
,,,2.7985787396331396,
,,,1.6743530024295479,
,,,3.0910939969103852,
,,,2.9434182034776453,
,,,4.572512470948818,
,,,2.9234081489126056,
,,,2.9549799640002425,
,,,3.810308674103873,
,,,2.257070672218527,
,,,3.777051671300425,
,,,2.449300762507224,
,,,2.362467994745212,
,,,1.827097601412217,
,,,1.9722909373956294,
,,,4.923094580228913,
,,,3.0147574405377755,
,,,3.488189648379688,
,,,3.99723141181145,
,,,2.3399142956634837,
,,,2.443021716348616,
,,,2.3744197230929367,
,,,3.237744911386012,
,,,2.493347345474514,
,,,4.034572415967474,
,,,3.3127110516781317,
,,,4.3102881518070975,
,,,2.369303557841305,
,,,3.4126446225198324,
,,,2.7131833971251975,
,,,1.961591602518879,
,,,3.5479004626211927,
,,,2.4919647217833774,
,,,2.02187082826991,
,,,1.1400030291163694,
,,,2.8600266591391277,
,,,3.150083817912813,
,,,2.902252166469781,
,,,2.130349720524919,
,,,2.5127022184002294,
,,,4.263371409372429,
,,,3.5261983603205502,
,,,2.0436952955305467,
,,,2.876825675445868,
,,,2.724039846010281,
,,,3.3329149964675455,
,,,2.096317051182787,
,,,2.7424900171514346,
,,,2.6914338138405265,
,,,3.169551820567778,
,,,2.329036889532886,
,,,2.4565021973641805,
,,,3.3823560903436456,
,,,2.3301588263335278,
,,,2.927181859771103,
,,,3.427882250698265,
,,,2.330938079600854,
,,,2.3406040232968963,
,,,3.640055089543692,
,,,4.447206199419627,
,,,1.742558797414301,
,,,2.3230963791436148,
,,,1.5994726399826324,
,,,2.3163415705682837,
,,,3.8113605591237407,
,,,4.07077640762577,
,,,3.540009890776793,
,,,2.3204182850262334,
,,,3.2816656731212546,
,,,2.5894001025441744,
,,,2.5541881390213605,
,,,1.763310830106571,
,,,2.7267826129668373,
,,,3.925975620495759,
,,,2.1888066628642604,
,,,2.6084972177844117,
,,,2.4754052081582305,
,,,4.227217499235289,
,,,3.1635184821899287,
,,,2.7235530860255834,
,,,2.32682880498922,
,,,3.339746570493579,
,,,3.283889905802997,
,,,1.0479468105005192,
,,,3.6681863461438353,
,,,2.426436741347609,
,,,2.346083327801166,
,,,3.116266736557468,
,,,4.479295922812444,
,,,3.354050757426741,
,,,0.6268417646335669,
,,,3.418887575119951,
,,,2.98290889213321,
,,,3.0860982677927695,
,,,1.7105385549919194,
