Larva,Number of Turns,Number of Straight Runs,Speed,Angle,Runs,Expected Runs,Z-value,P-value
Larva 1,90,510,2.8872940577826136,87.19941625447751,162,154.0,1.2839138649152053,0.19917209540747272
,,,3.663555649968587,65.68576029601606,,,,
,,,1.2338284321266602,53.60756786667543,,,,
,,,2.7750981227191267,91.35834067929882,,,,
,,,4.0999265653807795,67.70657291847908,,,,
,,,3.0459875747533363,114.54765361456828,,,,
,,,3.2301800696525724,112.13182119189773,,,,
,,,2.925490588639398,90.53536993468224,,,,
,,,3.3655607456719463,128.7924874228911,,,,
,,,4.04303605366528,51.38889971487033,,,,
,,,2.9707820152781728,49.48723534248845,,,,
,,,3.467606978307477,89.06985377998316,,,,
,,,3.9847342610123704,73.64880262940515,,,,
,,,2.660132515302119,62.90953212488702,,,,
,,,2.410266683295725,9.331530962881857,,,,
,,,2.001556899998951,125.74542473716735,,,,
,,,2.7484409943166237,46.156896914129554,,,,
,,,2.9245102726585706,91.31368338295036,,,,
,,,2.839643357303435,53.762426571639935,,,,
,,,1.0591507970965994,46.70681501725066,,,,
,,,2.7647525658987093,31.874975128482795,,,,
,,,3.1189149649753736,84.09294329880426,,,,
,,,3.700034388881151,117.97354905033367,,,,
,,,3.5756474572333445,2.292843918716926,,,,
,,,3.4023248322978192,77.9488448436846,,,,
,,,2.2215926728234363,42.02134282620208,,,,
,,,3.5502527680464304,36.001951163108814,,,,
,,,1.190641040417129,18.09239568155126,,,,
,,,4.180076817966582,117.01727556846157,,,,
,,,2.5921127230559637,73.15829328179412,,,,
,,,2.849277611007751,81.3598735296709,,,,
,,,2.8339261442263286,39.02651207852092,,,,
,,,3.009712512284529,32.90816773610126,,,,
,,,1.90209471062356,55.565834870279026,,,,
,,,3.927267733646147,70.36487498843627,,,,
,,,3.76365028787069,72.6181634122388,,,,
,,,3.73378077715238,79.13404549009402,,,,
,,,2.0906827909582804,100.55398698621498,,,,
,,,3.1208991361709493,79.72947940981945,,,,
,,,2.2436942602477212,56.663720159630614,,,,
,,,2.6891944285646328,64.97705200174775,,,,
,,,3.2847505400397434,92.22630043239002,,,,
,,,3.4454972400021973,33.23761239528706,,,,
,,,2.457499023715127,58.5620085270469,,,,
,,,4.827512927663828,76.48249184133556,,,,
,,,2.108840449053872,42.88730590614245,,,,
,,,2.78590707847891,87.37246503647987,,,,
,,,3.396363528833046,78.19173091737957,,,,
,,,2.0579149362885065,60.930645423227865,,,,
,,,2.889549827868561,116.32060927890899,,,,
,,,2.551378663374312,57.11504288052258,,,,
,,,2.494539932654953,65.78159482541214,,,,
,,,2.9493761202083446,115.05209749669845,,,,
,,,2.51783742161798,94.41643652202339,,,,
,,,4.171416059612623,22.68529530321623,,,,
,,,2.9179279201338044,61.99322186208123,,,,
,,,3.517712436753526,66.59001068179136,,,,
,,,4.348710649155682,9.327897634501184,,,,
,,,1.952772761841092,40.91418494009952,,,,
,,,3.869709019182057,57.18016579234828,,,,
,,,1.7051982363136946,78.74841428238396,,,,
,,,3.0805480493450634,136.35508855870955,,,,
,,,2.3708149243049843,30.112402460411055,,,,
,,,2.545720636909714,82.2550830263978,,,,
,,,3.2752997227735046,37.11019569126714,,,,
,,,2.882136708752613,49.188581339846195,,,,
,,,2.5852953337681748,60.53663650639128,,,,
,,,2.4564974210686414,110.17659833500927,,,,
,,,3.515054128731441,3.312248987188923,,,,
,,,3.703808641543499,127.41071495861343,,,,
,,,3.6873548435270145,98.4316654018381,,,,
,,,2.1251568151228186,23.96213739978974,,,,
,,,2.4975476342225655,46.52738785576335,,,,
,,,3.338883866212109,86.92441703108385,,,,
,,,2.4939060776549673,82.36844414958937,,,,
,,,2.169135752601357,74.39088474605784,,,,
,,,3.8497724861038476,97.20360242741168,,,,
,,,1.9406654986221723,88.48985941156178,,,,
,,,2.7387972223602794,45.258003487740815,,,,
,,,2.5911971295970506,73.81598754697329,,,,
,,,3.576884650896373,15.88189078256552,,,,
,,,4.052385149340066,46.59036881162014,,,,
,,,2.7448934445998234,57.96627398531521,,,,
,,,2.1608406387003036,84.11311880833281,,,,
,,,2.2452538837106233,56.917162390349056,,,,
,,,3.7472269777185074,31.91825973692952,,,,
,,,2.1914288221621887,24.150791533464094,,,,
,,,2.4264184903667636,52.59397176984068,,,,
,,,2.7111759817657948,62.36835093541856,,,,
,,,3.411269667566764,69.8968808837462,,,,
,,,2.898430799399787,,,,,
,,,2.60987488283535,,,,,
,,,2.0950311068588947,,,,,
,,,2.6313468929715986,,,,,
,,,2.399137082550627,,,,,
,,,4.173137348849898,,,,,
,,,2.039225636311289,,,,,
,,,2.6493143355971793,,,,,
,,,3.5381340456615367,,,,,
,,,1.8389010076002752,,,,,
,,,2.1965726508828647,,,,,
,,,3.899641583596598,,,,,
,,,2.4666324083809714,,,,,
,,,1.859736296837705,,,,,
,,,3.824102634695172,,,,,
,,,2.9850422856907066,,,,,
,,,3.481337974015522,,,,,
,,,3.076898612266942,,,,,
,,,3.17504021332688,,,,,
,,,1.8157699458736056,,,,,
,,,3.1391155542751887,,,,,
,,,2.286354955381113,,,,,
,,,3.2251973582364264,,,,,
,,,3.3426038089034846,,,,,
,,,2.285655803041956,,,,,
,,,3.6046377094966484,,,,,
,,,3.2483130349663716,,,,,
,,,3.0111960092770573,,,,,
,,,3.1749087443567996,,,,,
,,,2.6258233129069968,,,,,
,,,1.9380115459354093,,,,,
,,,2.65648450595621,,,,,
,,,3.592229705757716,,,,,
,,,2.7026701430680538,,,,,
,,,3.939704921616438,,,,,
,,,2.5752364408992783,,,,,
,,,3.6514625113894885,,,,,
,,,3.3432781086829575,,,,,
,,,3.066262732976694,,,,,
,,,2.352825022693628,,,,,
,,,3.8878884308010946,,,,,
,,,2.2933416989507114,,,,,
,,,2.352248344076841,,,,,
,,,2.8957561488183403,,,,,
,,,3.141464188659567,,,,,
,,,3.4207078929064223,,,,,
,,,2.0925213265255094,,,,,
,,,3.125317102751052,,,,,
,,,3.1813800911393844,,,,,
,,,2.6700157215974243,,,,,
,,,2.929510188040944,,,,,
,,,2.747838893627315,,,,,
,,,2.8654211764209285,,,,,
,,,2.922160518152616,,,,,
,,,2.5325523798308653,,,,,
,,,3.612692899839904,,,,,
,,,2.409422893998566,,,,,
,,,3.403433512977478,,,,,
,,,2.6222323692550007,,,,,
,,,2.712866140473916,,,,,
,,,3.860257238002725,,,,,
,,,3.986780661982297,,,,,
,,,3.4273787966014693,,,,,
,,,3.1573629695215186,,,,,
,,,3.509708524591052,,,,,
,,,2.243042696030208,,,,,
,,,2.419587579454179,,,,,
,,,1.6487604862389913,,,,,
,,,3.0293089667126005,,,,,
,,,3.8877369443915257,,,,,
,,,3.324278770216479,,,,,
,,,3.6229998192793267,,,,,
,,,3.404888253660168,,,,,
,,,3.625005494131625,,,,,
,,,3.461327746295629,,,,,
,,,2.470229679434843,,,,,
,,,3.322038951990129,,,,,
,,,2.2884088658396977,,,,,
,,,1.7877195957535956,,,,,
,,,1.8531259706208594,,,,,
,,,1.399345562454245,,,,,
,,,2.949342492854248,,,,,
,,,1.2376844145949104,,,,,
,,,2.8815793250814052,,,,,
,,,2.998539832294517,,,,,
,,,2.6762261456700265,,,,,
,,,2.760352341638709,,,,,
,,,2.349789908740685,,,,,
,,,2.6881380079298216,,,,,
,,,2.4242755809753653,,,,,
,,,3.2146295078993057,,,,,
,,,3.4524220485438333,,,,,
,,,2.474775356313088,,,,,
,,,5.8527682628191835,,,,,
,,,2.666445626354185,,,,,
,,,2.556651501329837,,,,,
,,,3.2615064932444726,,,,,
,,,1.165491633668984,,,,,
,,,2.8774433474122443,,,,,
,,,1.6212412148241424,,,,,
,,,2.5429843416201603,,,,,
,,,3.1895420332520983,,,,,
,,,2.6231113629755023,,,,,
,,,1.449141921286989,,,,,
,,,3.321582795789592,,,,,
,,,3.0017275922537507,,,,,
,,,3.3446218949176534,,,,,
,,,3.0553340840230003,,,,,
,,,2.9079836196302575,,,,,
,,,3.8595350206921952,,,,,
,,,3.2502192139955968,,,,,
,,,2.283502405898134,,,,,
,,,3.208564281222872,,,,,
,,,2.550505942700516,,,,,
,,,3.2328159643288,,,,,
,,,3.1019641463456886,,,,,
,,,3.077086174541039,,,,,
,,,2.200266052606998,,,,,
,,,3.3315622145734243,,,,,
,,,4.046876759926372,,,,,
,,,4.103454564084274,,,,,
,,,2.3159391902003352,,,,,
,,,3.2752653511188954,,,,,
,,,2.668369730298836,,,,,
,,,3.3496317528570474,,,,,
,,,3.432147114255423,,,,,
,,,2.589352870088314,,,,,
,,,2.4629633827383595,,,,,
,,,3.504020182229314,,,,,
,,,2.5682063516144065,,,,,
,,,3.4838667753452306,,,,,
,,,3.61774337304324,,,,,
,,,2.764696550616353,,,,,
,,,3.351587771057065,,,,,
,,,2.7919696087780514,,,,,
,,,2.5371386954467625,,,,,
,,,2.912677775153746,,,,,
,,,1.5986941749257964,,,,,
,,,2.1700738458004345,,,,,
,,,2.912518238147155,,,,,
,,,2.436397943835871,,,,,
,,,3.216187091074266,,,,,
,,,2.7635357150555317,,,,,
,,,1.787450863423561,,,,,
,,,2.290944802992151,,,,,
,,,3.3862543912237344,,,,,
,,,2.7782342590266844,,,,,
,,,1.7733659468679994,,,,,
,,,2.9964631374704576,,,,,
,,,3.4999507338698987,,,,,
,,,1.251516760553222,,,,,
,,,3.555405010010541,,,,,
,,,2.9457507586028795,,,,,
,,,3.0671423733520444,,,,,
,,,3.711622269254143,,,,,
,,,2.153351670802449,,,,,
,,,2.4778638161895223,,,,,
,,,1.8346227970271698,,,,,
,,,3.3929671157282226,,,,,
,,,2.871925797904127,,,,,
,,,3.54927022263729,,,,,
,,,5.028202112627794,,,,,
,,,2.4651132855117184,,,,,
,,,3.037949839069703,,,,,
,,,2.3263542575050056,,,,,
,,,2.495271001907459,,,,,
